address	city	n	place	zip
cours verdun	bourg	1	salle des fêtes	01000
cours verdun	bourg	2	salle des fêtes	01000
rue antoine de saint exupéry	bourg-en-bresse	3	groupe scolaire saint-exupéry - salle de jeux, maternelle	01000
11 avenue de l’égalité	bourg-en-bresse	4	charles perrault - école primaire	01000
11 avenue de l’égalité	bourg-en-bresse	5	charles perrault - école primaire	01000
12, rue des blanchisseries	bourg-en-bresse	6	groupe scolaire louis parant - salle polyvalente - école primaire	01000
rue de l'alagnier	bourg-en-bresse	9	groupe scolaire de l'alagnier - préau	01000
rue du 23ème r.i	bourg-en-bresse	10	groupe scolaire charles jarrin - hall - maternelle	01000
2 place du maquis	bourg-en-bresse	13	groupe scolaire charles robin - préau - école primaire	01000
2 place du maquis	bourg-en-bresse	14	groupe scolaire charles robin - préau - école primaire	01000
rue de la croix blanche	bourg-en-bresse	17	groupe scolaire alphonse daudet - salle bleue - école primaire	01000
école primaire 4 rue bara	bourg	18	groupe scolaire lazare carnot - salle des maîtres	01000
7 rue du revermont	bourg	19	groupe scolaire des dîmes - salle de jeux, maternelle	01000
2 rue tony ferret	bourg	7	groupe scolaire les arbelles - école maternelle	01000
2 rue brillat savarin	bourg	8	groupe scolaire alphonse baudin - salle de jeux - école maternelle	01000
7 rue la fontaine	bourg	11	groupe scolaire des vennes - restaurant scolaire	01000
7 rue la fontaine	bourg	12	groupe scolaire des vennes - restaurant scolaire	01000
9 rue comte de la teyssonnière	bourg	15	groupe scolaire du peloux - entrée maternelle	01000
2 rue des lilas	bourg	16	groupe scolaire des lilas - préau - primaire	01000
hôtel de ville	saint	1		02000
école de metz	saint	2		02000
école nationale de musique	saint	3		02000
restauration scolaire amédée ozenfant	saint	4		02000
école jumentier lyon	saint	5		02000
école jumentier lyon	saint	6		02000
école maternelle montplaisir	saint	7		02000
bd de verdun	saint	8	salle des fêtes	02000
bd de verdun	saint	9	salle des fêtes	02000
école maternelle jean macé	saint	10		02000
restaurant scolaire georges bachy	saint	11		02000
école maternelle maria montessori	saint	12		02000
école élémentaire ferdinand buisson	saint	13		02000
école élémentaire ferdinand buisson	saint	14		02000
23 cours anatole france	moulins	2	le colisée	03000
39 rue de paris	moulins	3	lycée banville	03000
25 rue louis blanc	moulins	4	école mixte jean moulin	03000
35 rue de bernage	moulins	5	groupe scolaire	03000
50 av. du général de gaulle	moulins	6	école maternelle des gâteaux	03000
16 rue des chartreux	moulins	7	"restaurant scolaire ""les chartreux"""	03000
23 rue des durantats	moulins	8	école maternelle jean macé	03000
1 / 3 rue berthelot	moulins	9	s. e. s. a. m. e	03000
1 / 3 rue berthelot	moulins	10	s. e. s. a. m. e	03000
23 rue des grèves	moulins	11	école primaire françois truffaut	03000
13 bd de courtais	moulins	12	école maternelle marie laurencin	03000
46 / 48 rue thonier	moulins	13	école maternelle l’arc en ciel	03000
13 rue achille roche	moulins	14	école primaire achille roche	03000
allée des platanes	moulins	15	école primaire les rives d’allier ii	03000
16 allée des pyracanthas	moulins	16	salle de sport les capucines	03000
2 rue pape carpantier	moulins	17	collège charles péguy	03000
9 / 11 impasse dieudonné costes	moulins	18	maison des associations	03000
18, allée des pyracanthas	moulins	19	"école maternelle ""les clématites"	03000
hall de l’hôtel de ville	vichy	1	mairie	03200
place de l'hôtel de ville	vichy	2	salle des fêtes	03200
rue du 4 septembre	vichy	3	école paul bert	03200
rue du 4 septembre	vichy	4	école paul bert	03200
rue du 4 septembre	vichy	5	école paul bert	03200
13, rue de provence	vichy	6	école maternelle	03200
rue des pâquerettes	vichy	7	salle des fêtes des garets	03200
place de l'hôtel de ville	vichy	8	salle des fêtes	03200
rue maréchal lyautey	vichy	9	école maternelle lyautey	03200
place de l'hôtel de ville	vichy	10	salle des fêtes	03200
place de l'hôtel de ville	vichy	11	salle des fêtes	03200
centre socio éducatif les ailes	vichy	12		03200
rue du bel air	vichy	13	école de beauséjour (filles)	03200
rue du 4 septembre	vichy	14	école paul bert	03200
bd des romains	vichy	15	salle de la mutualité	03200
rue du bel air	vichy	16	école de beauséjour (garçons)	03200
place de l'hôtel de ville	vichy	17	salle des fêtes	03200
bd martin bret	digne	1	hôtel de ville	04000
bd soustre	digne	2	école soustre	04000
14 rue des epinettes	digne	3	maison de la petite enfance	04000
5 place des cordeliers	digne	4	collège maria borely	04000
mairie annexe des dourbes	digne	5		04000
1 rue louise espie	digne	6	école maternelle des arches	04000
33 bd gambetta	digne	7	ermitage napoléeon	04000
mairie annexe de gaubert	digne	8		04000
lieu dit les écoles	digne	9	école de gaubert	04000
mairie annexe de courbons	digne	10		04000
93 av henri jaubert	digne	11	centre de secours et d'incendie	04000
11 rue du 19 mars 1962	digne	12	école du moulin	04000
4 place théodore aubanel	digne	13	école des sièyes	04000
64 route de champtercier	digne	14	école des augiers	04000
6 chemin des ajoncs	digne	15	école de beausoleil	04000
3 rue charles grouiller	digne	16	école primaire des arches	04000
salle des tilleuls	manosque	1	espace quintrand	04100
école maternelle des tilleuls	manosque	2		04100
école maternelle de la luquèce	manosque	3		04100
salle n°4	manosque	4	école élémentaire de la luquèce	04100
salle n°5	manosque	5	école élémentaire de la luquèce	04100
école élémentaire de la ponsonne	manosque	6		04100
salle polyvalente	manosque	7	école élémentaire de la ponsonne	04100
salle multi activités	manosque	8	école maternelle de la ponsonne	04100
lazare	manosque	9	école maternelle saint	04100
lazare	manosque	10	école élémentaire saint	04100
école élémentaire du colombier	manosque	11		04100
école maternelle du colombier	manosque	12		04100
école maternelle des combes	manosque	13		04100
école maternelle des combes	manosque	14		04100
salle polyvalente	manosque	15	école élémentaire des plantiers	04100
hall d'entrée	manosque	16	école elémentaire des plantiers	04100
école élémentaire des combes	manosque	17		04100
4 place de la république	sisteron	1	mairie	04200
6 av paul arène	sisteron	2	bibliothèque	04200
2 av jean des figues	sisteron	3	école des plantiers	04200
groupe scolaire du thor	sisteron	4		04200
46 rue julien masselier	sisteron	5	école de la baume	04200
bd pierre et marie curie	gap	2	centre municipal de culture et loisirs	05000
bd pierre et marie curie	gap	3	centre municipal de culture et loisirs	05000
marguerite	gap	4	centre social de beauregard - route de sainte	05000
marguerite	gap	5	centre social de beauregard - route de sainte	05000
(entrée parking du centre social de beauregard)	gap	6	garderie de l'école maternelle de beauregard	05000
rue des sagnières	gap	7	école anselme gras	05000
rue des sagnières	gap	8	école anselme gras	05000
rue des boutons d'or	gap	9	école de fontreyne	05000
rue des boutons d'or	gap	10	école de fontreyne	05000
rue des boutons d'or	gap	11	école de fontreyne	05000
rue des boutons d'or	gap	12	école de fontreyne	05000
rue des narcisses	gap	13	centre social de fontreyne	05000
av jean jaurès	gap	14	école de porte-colombe	05000
av jean jaurès	gap	15	école de porte-colombe	05000
av jean jaurès	gap	16	école de porte-colombe	05000
av jean jaurès	gap	17	école de porte-colombe	05000
puymaure	gap	18	école de verdun - entrée sous	05000
puymaure	gap	19	école de verdun - entrée sous	05000
puymaure	gap	20	école de verdun - entrée sous	05000
puymaure	gap	21	école de verdun - entrée sous	05000
puymaure	gap	22	école de verdun - entrée sous	05000
puymaure	gap	23	école de verdun - entrée sous	05000
école de la gare passage montjoie	gap	24		05000
école de la gare passage montjoie	gap	25		05000
place de bonneval	gap	26	école paul-emilie victor	05000
gap place bonneval	gap	27	centre social des pléiades (anciennement salle polyvalente du haute	05000
route de champ forain. romette	gap	28	maison de village (la romettine)	05000
route de champ forain. romette	gap	29	maison de village (la romettine)	05000
cours masséna	antibes	101	mairie d'antibes	06160
2,cours masséna	antibes	102	maison des associations	06160
11 rue fersen	antibes	103	collège fersen a	06160
11 rue fersen	antibes	104	collège fersen b	06160
6 av paul arène	antibes	105	école paul arène,	06160
4 av paul doumer	antibes	106	école paul doumer a	06160
4 av paul doumer	antibes	107	école paul doumer b	06160
2 place guynemer	antibes	108	école guynemer,	06160
9 / 11 avenue henri doniol	antibes	109	école du ponteil b	06160
9 /11 av henri doniol	antibes	110	école du ponteil a	06160
31 / 33 avenue gaston bourgeois	antibes	111	lycée audibert a	06160
33 avenue gaston bourgeois	antibes	112	lycée audibert b - 31	06160
138 chemin des 4 chemins	antibes	113	école de la fontonne a	06160
138 chemin des 4 chemins	antibes	114	école de la fontonne b	06160
138 chemin des 4 chemins	antibes	115	école de la fontonne c	06160
21 chemin des 4 frères garbero	antibes	116	c. e. s fontome val claret a	06160
21 chemin des 4 frères garbero	antibes	117	c. e. s fontome val claret b	06160
120 chemin saint claude	antibes	118	l. e. p jacques dolle a	06160
120 chemin saint claude	antibes	119	l. e. p jacques dolle a	06160
116 chemin des basses bréguières	antibes	120	école j. boissier a	06160
116 chemin des basses bréguières	antibes	121	école j. boissier b	06160
116 chemin des basses bréguières	antibes	122	école j. boissier c	06160
138 chemin des 4 chemins	antibes	123	école de la fontonne d	06160
288 chemin saint claude	antibes	124	maison des associations b	06160
2 rue marcel paul	antibes	201	école de juan les pins a	06160
2 rue marcel paul	antibes	202	école de juan les pins b	06160
2 rue marcel paul	antibes	203	école de juan les pins c	06160
6 place vilmorin	antibes	204	gymnase vilmorin a	06160
6 place vilmorin	antibes	205	gymnase vilmorin b	06160
6 place vilmorin	antibes	206	gymnase vilmorin c	06160
juan les pins	antibes	207	école du cap - 270 chemin de la garoupe	06160
1157 chemin rabiac estagnol	antibes	208	école de la tournière a	06160
1157 chemin rabiac estagnol	antibes	209	école de la tournière b	06160
1157 chemin rabiac estagnol	antibes	210	école de la tournière c	06160
28 av du parc laval	antibes	211	groupe scolaire laval a	06160
28 av du parc laval	antibes	212	groupe scolaire laval b	06160
28 av du parc laval	antibes	213	groupe scolaire laval c	06160
28 av du parc laval	antibes	214	groupe scolaire laval a	06160
64 chemin super antibes	antibes	215	école super antibes a	06160
31 / 33 av gaston bourgeois	antibes	216	lycée audiberti c	06160
1010 chemin des combes	antibes	217	école jean moulin a	06160
1010 chemin des combes	antibes	218	école jean moulin b	06160
288 chemin saint claude	antibes	219	maison des associations a	06160
1485 chemin de saint claude	antibes	220	école saint claude a	06160
580 route de saint jean	antibes	221	école maternelle roger cardi	06160
28 av du parc laval	antibes	222	groupe scolaire laval e	06160
64 chemin super antibes	antibes	223	école super antibes b	06160
1010 chemin des combes	antibes	224	école jean moulin c	06160
1485 chemin de saint claude	antibes	225	primaire saint claude b	06160
114 chemin des liserons	antibes	301	école du pont dulys a	06160
114 chemin des liserons	antibes	302	école du pont dulys b	06160
114 chemin des liserons	antibes	303	école du pont dulys c	06160
732 chemin des eucaluptus	antibes	304	groupe scolaire saint maymes a	06160
732 chemin des eucaluptus	antibes	305	groupe scolaire saint maymes b	06160
732 chemin des eucaluptus	antibes	306	groupe scolaire saint maymes c	06160
732 chemin des eucaluptus	antibes	307	groupe scolaire saint maymes d	06160
540 bd guillaume apollinaire	antibes	308	école jacques prévert a	06160
540 boulevard guillaume apollinaire	antibes	309	école jacques prévert b	06160
1157 chemin rabiac estagnol	antibes	310	école de la tournière d	06160
1157 chemin rabiac estagnol	antibes	311	école de la tournière e	06160
732 chemin des eucalyptus	antibes	312	groupe scolaire saint maymes e	06160
732 chemin des eucalyptus	antibes	313	groupe scolaire saint maymes f	06160
mairie de cagne sur mer	cagnes-sur-mer	1	hôtel de ville	06800
place gabriel peri	cagnes-sur-mer	2	école jules ferry	06800
place gabriel peri	cagnes-sur-mer	3	école jules ferry	06800
place gabriel peri	cagnes-sur-mer	4	école jules ferry	06800
place gabriel peri	cagnes-sur-mer	5	école jules ferry	06800
place gabriel peri	cagnes-sur-mer	6	école jules ferry	06800
place gabriel peri	cagnes-sur-mer	7	école jules ferry	06800
rue hippolyte guis	cagnes-sur-mer	8	école du haut de cagnes	06800
exdupéry	cagnes-sur-mer	9	collège des bréguières - av saint	06800
exdupéry	cagnes-sur-mer	10	collège des bréguières - av saint	06800
exdupéry	cagnes-sur-mer	11	collège des bréguières - av saint	06800
exdupéry	cagnes-sur-mer	12	collège des bréguières - av saint	06800
av massenet	cagnes-sur-mer	13	école de la pinède	06800
av massenet	cagnes-sur-mer	14	école de la pinède	06800
av massenet	cagnes-sur-mer	15	école de la pinède	06800
av massenet	cagnes-sur-mer	16	école de la pinède	06800
av massenet	cagnes-sur-mer	17	école de la pinède	06800
av massenet	cagnes-sur-mer	18	école de la pinède	06800
bd de la plage	cagnes-sur-mer	19	mairie annexe du cros	06800
rue des écoles	cagnes-sur-mer	20	école gambetta	06800
rue des écoles	cagnes-sur-mer	21	école gambetta	06800
rue des écoles	cagnes-sur-mer	22	école gambetta	06800
rue albert camus	cagnes-sur-mer	23	école alphonse daudet	06800
rue albert camus	cagnes-sur-mer	24	école alphonse daudet	06800
rue albert camus	cagnes-sur-mer	25	école alphonse daudet	06800
rue albert camus	cagnes-sur-mer	26	école alphonse daudet	06800
rue albert camus	cagnes-sur-mer	27	école alphonse daudet	06800
rue albert camus	cagnes-sur-mer	28	école alphonse daudet	06800
rue albert camus	cagnes-sur-mer	29	école alphonse daudet	06800
rue albert camus	cagnes-sur-mer	30	école alphonse daudet	06800
rue albert camus	cagnes-sur-mer	31	école alphonse daudet	06800
rue albert camus	cagnes-sur-mer	32	école alphonse daudet	06800
chemin du vallon des vaux	cagnes-sur-mer	33	école du val fleuri	06800
chemin du vallon des vaux	cagnes-sur-mer	34	école du val fleuri	06800
chemin du vallon des vaux	cagnes-sur-mer	35	école du val fleuri	06800
chemin du vallon des vaux	cagnes-sur-mer	36	école du val fleuri	06800
99 chemin du val fleuri	cagnes-sur-mer	37	salle espace val fleuri 1	06800
99 chemin du val fleuri	cagnes-sur-mer	38	salle espace val fleuri 1	06800
1 rue félix faure	cannes	1	hôtel de ville - mairie	06400
1 rue félix faure	cannes	2	hôtel de ville - mairie	06400
4 place des orangers	cannes	3	école mero	06400
4 place des orangers	cannes	4	école mero	06400
4 place des orangers	cannes	5	école mero	06400
7 av jean de noailles	cannes	6	médiathèque	06400
7 av jean de noailles	cannes	7	médiathèque	06400
cannes la bocca	cannes	8	mairie annexe de la bocca - 25 av francis tonner	06400
cannes la bocca	cannes	9	mairie annexe de la bocca - 25 av francis tonner	06400
cannes la bocca	cannes	10	école bocca verrerie - 14 / 16 bd honoré soustelle	06400
cannes la bocca	cannes	11	école bocca verrerie - 14 / 16 bd honoré soustelle	06400
cannes la bocca	cannes	12	école bocca nord - 150 av michel jourdan	06400
1 bd du riou	cannes	13	club du riou	06400
1 bd du riou	cannes	14	club du riou	06400
180 av de grasse	cannes	15	école des broussailles	06400
180 av de grasse	cannes	16	école des broussailles	06400
180 av de grasse	cannes	17	école des broussailles	06400
92 bd carnot	cannes	18	lycée carnot	06400
92 bd carnot	cannes	19	lycée carnot	06400
5 / 13 avenue saint louis	cannes	20	école eugène vial	06400
5 / 13 avenue saint louis	cannes	21	école eugène vial	06400
22 rue borniol	cannes	22	salle du centre communal d'action sociale	06400
22 rue borniol	cannes	23	salle du centre communal d'action sociale	06400
92 bd carnot	cannes	24	lycée carnot	06400
92 bd carnot	cannes	25	lycée carnot	06400
84 bd de la république	cannes	26	lycée jules ferry	06400
84 bd de la république	cannes	27	lycée jules ferry	06400
84 bd de la république	cannes	28	lycée jules ferry	06400
84 bd de la république	cannes	29	lycée jules ferry	06400
2 rue du metz	cannes	30	école hélène vagliano	06400
2 rue du metz	cannes	31	école hélène vagliano	06400
2 rue du metz	cannes	32	école hélène vagliano	06400
2 rue du metz	cannes	33	école hélène vagliano	06400
7 bd alexandre iii	cannes	34	collège capron	06400
7 bd alexandre iii	cannes	35	collège capron	06400
7 bd alexandre iii	cannes	36	collège capron	06400
7 bd alexandre iii	cannes	37	collège capron	06400
50 av de lérins	cannes	38	école de la croisette	06400
50 av de lérins	cannes	39	école de la croisette	06400
7 rue d'oran	cannes	40	salle municipale	06400
7 rue d'oran	cannes	41	salle municipale	06400
5 rue macé	cannes	42	école jean macé	06400
5 rue macé	cannes	43	école jean macé	06400
10 av saint nicolas	cannes	44	lycée bristol	06400
10 av saint nicolas	cannes	45	lycée bristol	06400
cannes de la bocca	cannes	46	école bocca verrerie - 14 /16 bd honoré soustelle	06400
cannes de la bocca	cannes	47	école bocca verrerie - 14 /16 bd honoré soustelle	06400
cannes de la bocca	cannes	48	école bocca verrerie - 14 /16 bd honoré soustelle	06400
cannes la bocca	cannes	49	école des mûriers - 15 av anthony dozol	06400
cannes la bocca	cannes	50	école des mûriers - 15 av anthony dozol	06400
cannes la bocca	cannes	51	école de la frayère - chemin de l'école	06400
cannes la bocca	cannes	52	école bocca nord - 150 av michel jourdan	06400
ccannes la bocca	cannes	53	école marcel pagnol - 136 av maurice chevalier	06400
ccannes la bocca	cannes	54	école marcel pagnol - 136 av maurice chevalier	06400
cannes la bocca	cannes	55	école fréderic mistral - 1 rue alfred de musset	06400
1 rue alfred de musset, cannes la bocca	cannes	56	école fréderic mistral	06400
cours honoré cresp	grasse	1	palais des congrés - salle gala	06130
cours honoré cresp	grasse	2	palais des congrés - salle gala	06130
cours honoré cresp	grasse	3	palais des congrés - salle gala	06130
cours honoré cresp	grasse	4	palais des congrés - salle gala	06130
cours honoré cresp	grasse	5	palais des congrés - salle gala	06130
av de provence	grasse	6	espace chriris	06130
av de provence	grasse	7	espace chriris	06130
av de provence	grasse	8	espace chriris	06130
av de provence	grasse	9	espace chriris	06130
av de provence	grasse	10	espace chriris	06130
av de provence	grasse	11	espace chriris	06130
magagnosc	grasse	12	école primaire antoine maure - allée l, ménager	06130
françois	grasse	13	saint-françois i - école de saint	06130
françois	grasse	14	saint-françois ii - salle des marronniers - école de saint	06130
118 route de saint mattieu	grasse	15	école de saint-mattieu	06130
école pra d'étang	grasse	16	saint-claude i	06130
école pra d'étang	grasse	17	saint-claude ii	06130
salle polyvalente chemin de la cavalerie	grasse	18	saint-claude iii	06130
salle polyvalente chemin de la cavalerie	grasse	19	saint-claude iv	06130
le trinquet salle righetti	grasse	20	le plan i - chemin du lac	06130
le trinquet salle righetti	grasse	21	le plan ii - chemin du lac	06130
le trinquet salle righetti	grasse	22	le plan iii - chemin du lac	06130
mairie annexe de plascassier	grasse	23	plascassier	06130
antoine	grasse	24	saint-antoine i - salle polyvalente de sainte	06130
antoine	grasse	25	saint-antoine ii - salle polyvalente de sainte	06130
jacques	grasse	26	saint-jacques i - salle polyvalente de saint	06130
jacques	grasse	27	saint-jacques ii - salle polyvalente de saint	06130
jacques	grasse	28	saint-jacques iii - salle polyvalente de saint	06130
centre aéré des aspres	grasse	29	les aspres i	06130
centre commercial des fleurs de grasse	grasse	30	les aspres ii	06130
5 rue de l'hôtel de ville	nice	101	hôtel de ville	06000
3 rue raoul bosio	nice	102	annexe mairie	06000
5 rue de l'hôtel de ville	nice	103	hôtel de ville	06000
ilôt rey serruriers	nice	104	théâtre du vieux nice	06000
1 bis rue catherine ségurane	nice	105	collège ségurane	06000
23 rue emmanuel philibert	nice	106	école du port maternelle	06000
31 bd stalingrad	nice	107	collège port lympia	06000
31 bd stalingrad	nice	108	école du port mixe	06000
31 bd stalingrad	nice	109	école du port mixe	06000
6 rue papon	nice	110	école papon	06000
6 rue papon	nice	111	école papon	06000
2 av félix faure	nice	201	lycée masséna	06000
2 av félix faure	nice	202	lycée masséna	06000
3 rue jeanne jugan	nice	203	école jules ferry mixte 1	06000
2 av félix faure	nice	204	lycée masséna	06000
3 rue jeanne jugan	nice	205	école jules ferry mixte 1	06000
8 rue pierre devoluy	nice	206	école maternelle rothschild	06000
passage meynell	nice	207	lycée calmette	06000
passage meynell	nice	208	lycée calmette	06000
passage meynell	nice	209	lycée calmette	06000
8 rue pierre devoluy	nice	210	école maternelle rothschild	06000
10 bd de cimiez	nice	211	collège roland garros	06000
8 rue pierre devoluy	nice	212	école maternelle rothschild	06000
3 bd dubouchage	nice	213	école maternelle dubouchage	06000
2 rue louis garneray	nice	301	école maternelle bischoffsheim	06000
6 rue louis garneray	nice	302	école mixte i bischoffsheim	06000
2 rue fornero meneï	nice	303	école maternelle saint roch	06000
2 rue fornero meneï	nice	304	école mixte 1 saint roch	06000
9 rue thaon de revel	nice	305	école mixte risso	06000
place arson	nice	306	école mixte pierre merle	06000
place arson	nice	307	école mixte pierre merle	06000
2 rue fornero meneï	nice	308	école mixte 2 saint roch	06000
59 rue beaumont	nice	309	annexe mairie	06000
4 rue ribotti	nice	310	annexe mairie	06000
47 rue auguste gal	nice	311	école maternelle de la capeline	06000
6 bd pierre sola	nice	312	école risso mixte	06000
9 rue thaon de revel	nice	313	école mixte risso	06000
6 rue louis garneray	nice	314	école mixte ii bischoffsheim	06000
place arson	nice	315	école mixte pierre merle	06000
2 rue louis garneray	nice	316	école maternelle bischoffsheim	06000
47 rue auguste gal	nice	317	école maternelle de la capeline	06000
2 rue fornero meneï	nice	318	école maternelle saint roch	06000
2 rue fornero meneï	nice	319	école maternelle saint roch	06000
9 rue thaon de revel	nice	320	école mixte risso	06000
4 rue ribotti	nice	321	annexe mairie	06000
2 rue louis garneray	nice	322	école maternelle bischoffsheim	06000
2 rue fornero meneï	nice	323	école mixte 2 saint roch	06000
2 rue fornero meneï	nice	324	école mixte saint roch	06000
4 rue gabriel fauré	nice	401	annexe mairie	06000
rue spitalieri	nice	402	école ronchèse	06000
9 rue barralis	nice	403	ccas foyer barralis	06000
35 av auber	nice	404	école maternelle auber	06000
35 av auber	nice	405	école mixte auber	06000
35 av auber	nice	406	école maternelle auber	06000
35 av auber	nice	407	école maternelle auber	06000
35 av auber	nice	408	école maternelle auber	06000
35 av auber	nice	409	école mixte auber	06000
31 rue vernier	nice	410	collège vernier	06000
31 rue vernier	nice	411	collège vernier	06000
9 rue barralis	nice	412	ccas foyer barralis	06000
rue spitalieri	nice	413	école ronchèse	06000
6 rue alfred binet	nice	501	école mixte ii thérèse roméo	06000
6 rue alfred binet	nice	502	école mixte ii thérèse roméo	06000
6 rue alfred binet	nice	503	école mixte ii thérèse roméo	06000
6 rue alfred binet	nice	504	école mixte ii thérèse roméo	06000
17 av françois bottau	nice	505	école maternelle saint barthélémy	06000
17 av françois bottau	nice	506	école mixte ii saint barthélémy	06000
17 av françois bottau	nice	507	école mixte ii saint barthélémy	06000
17 av françois bottau	nice	508	école mixte i saint barthélémy	06000
17 av françois bottau	nice	509	école mixte i saint barthélémy	06000
64 bd de cessole	nice	510	école mixte i saint barthélémy	06000
av jean barès	nice	511	i.u.f.m	06000
62 bd gorbella	nice	512	école mixte ray gorbella	06000
place fontaine du temple	nice	513	centre administratif ray	06000
6 rue alfred binet	nice	514	école mixte ii thérèse roméo	06000
17 av françois bottau	nice	515	école mixte i saint barthélémy	06000
av jean barès	nice	516	i.u.f.m	06000
6 rue alfred binet	nice	517	école mixte ii thérèse roméo	06000
17 av françois bottau	nice	518	école maternelle saint barthélémy	06000
17 av françois bottau	nice	519	école maternelle saint barthélémy	06000
62 bd gorbella	nice	520	école mixte ray gorbella	06000
62 bd gorbella	nice	521	école mixte ray gorbella	06000
78 av saint lambert	nice	601	école mixte ii fuon cauda	06000
78 av saint lambert	nice	602	école maternelle fuon cauda	06000
78 av saint lambert	nice	603	école mixte ii fuon cauda	06000
78 av saint lambert	nice	604	école mixte ii fuon cauda	06000
78 av saint lambert	nice	605	école maternelle fuon cauda	06000
av monte croce	nice	606	école des arènes de cimiez	06000
av général étienne	nice	607	école cimiez essling	06000
av général étienne	nice	608	école cimiez essling	06000
1 rue du général tordo	nice	609	école mixte i jean macé	06000
7 rue du général tordo	nice	610	école maternelle jean macé	06000
15 rue professeur delvalle	nice	611	école mixte pasteur	06000
15 rue professeur delvalle	nice	612	école mixte pasteur	06000
89 av georges v	nice	613	école jean hyvert	06000
15 rue professeur delvalle	nice	614	école mixte pasteur	06000
5 rue de la gendarmerie	nice	615	école maternelle jules ferry	06000
78 av saint lambert	nice	616	école mixte ii fuon cauda	06000
89 av georges v	nice	617	école jean hyvert	06000
av général étienne	nice	618	école cimiez essling	06000
5 rue de la gendarmerie	nice	619	école maternelle jules ferry	06000
60 av borriglione	nice	701	école mixte von derwies	06000
60 av borriglione	nice	702	école mixte von derwies	06000
22 vieux chemin de gairaut	nice	703	école mixte ii rosalinde rancher	06000
22 vieux chemin de gairaut	nice	704	école mixte ii rosalinde rancher	06000
190 av de gairaut	nice	705	école mixte la gairautine	06000
123 av henri dunant	nice	706	école mixte des acacias	06000
53 av cap de croix	nice	707	rectorat de nice	06000
49 av de la marne	nice	708	centre culturel et sportif	06000
123 av henri dunant	nice	709	école maternelle des acacias	06000
49 av de la marne	nice	710	centre culturel et sportif	06000
53 av cap de croix	nice	711	rectorat de nice	06000
22 vieux chemin de gairaut	nice	712	école mixte rosalinde rancher	06000
22 vieux chemin de gairaut	nice	713	école mixte rosalinde rancher	06000
60 av borriglione	nice	714	école mixte von derwies	06000
av seilern	nice	715	gymnase brancolar	06000
53 av cap de croix	nice	716	rectorat de nice	06000
24 rue dante	nice	801	école maternelle des baumettes	06000
24 rue dante	nice	802	école mixte i des baumettes	06000
20 rue françois aune	nice	803	gymnase municipal	06000
24 rue dante	nice	804	école mixte i des baumettes	06000
24 rue dante	nice	805	école mixte i des baumettes	06000
20 rue françois aune	nice	806	gymnase municipal	06000
38 av étienne d'orves	nice	807	lycée beausite	06000
av paul arène	nice	808	lycée du parc impérial	06000
141 rue gambetta	nice	809	c.c.a.s gambetta	06000
34 av de pessicart	nice	810	écol mixte de la mantéga	06000
av paul arène	nice	811	lycée du parc impérial	06000
24 rue dante	nice	802	école maternelle des baumettes	06000
av paul arène	nice	813	lycée du parc impérial	06000
20 rue françois aune	nice	814	gymnase municipal	06000
24 rue dante	nice	815	école maternelle des baumettes	06000
26 rue louis de coppet	nice	816	école mixte saint pierre d'arène	06000
1 av de la bonala	nice	901	école mixte de la bonala	06000
57 bd de la madeleine	nice	902	école mixte chalet des roses	06000
11 chemin de la madonette	nice	903	école mixte madonette teron	06000
38 av étienne d'orves	nice	904	lycée beausite	06000
1 av de la bonala	nice	905	école mixte de la bonala	06000
57 bd de la madeleine	nice	906	école mixte i chalet des roses	06000
11 chemin de la madonette	nice	907	école mixte madonette teron	06000
205 route de bellet	nice	908	école maternelle ventabrun	06000
282 bd de la madeleine	nice	909	école mixte i madeleine supérieure	06000
173 route saint pierre de féric	nice	910	école maternelle saint pierre de féric	06000
13 av joseph durandy	nice	911	école mixte saint antoine	06000
18 av auguste vérola	nice	912	école mixte saint isidore	06000
quartier saint roman de bellet	nice	913	école mixte de saint roman de bellet	06000
282 bd de la madeleine	nice	914	école mixte i madeleine supérieure	06000
156 chemin de la costière	nice	915	école mixte des genêts	06000
57 bd de la madeleine	nice	916	école mixte chalet des roses	06000
282 bd de la madeleine	nice	917	école mixte i madeleine supérieure	06000
13 av joseph durandy	nice	918	école mixte saint antoine	06000
38 av étienne d'orves	nice	919	lycée beausite	06000
11 chemin de la madonette	nice	920	école maternelle madonette teron	06000
173 route saint pierre de féric	nice	921	école maternelle saint pierre de féric	06000
quartier saint roman de bellet	nice	922	école mixte de saint roman de bellet	06000
1 av de la bonala	nice	923	école mixte de la bonala	06000
205 route de bellet	nice	924	école maternelle ventabrun	06000
rue levert	annonay	1	salle levert	07100
rue levert	annonay	2	salle levert	07100
rue levert	annonay	3	salle levert	07100
rue levert	annonay	4	salle levert	07100
rue levert	annonay	5	salle levert	07100
rue levert	annonay	6	salle levert	07100
rue levert	annonay	7	salle levert	07100
rue levert	annonay	8	salle levert	07100
rue levert	annonay	9	salle levert	07100
rue levert	annonay	10	salle levert	07100
rue levert	annonay	11	salle levert	07100
rue levert	annonay	12	salle levert	07100
rue levert	annonay	13	salle levert	07100
rue levert	annonay	14	salle levert	07100
hôtel de ville	aubenas	1		07200
hôtel de ville	aubenas	2		07200
rue georges couderc	aubenas	3	mairie annexe	07200
rue georges couderc	aubenas	4	mairie annexe	07200
maison de quartier du pont d'aubenas	aubenas	5		07200
