address	city	n	place	zip
5 bd michelet	toulouse	10	école michelet	31000
8 rue jacques labatut	toulouse	11	école calvinhac	31000
8 rue jacques labatut	toulouse	12	école calvinhac	31000
20 bis place marius pinel	toulouse	13	école bonhoure	31000
20 bis place marius pinel	toulouse	14	école bonhoure	31000
20 bis place marius pinel	toulouse	15	école bonhoure	31000
20 bis place marius pinel	toulouse	16	école bonhoure	31000
20 bis place marius pinel	toulouse	17	école bonhoure	31000
21 av frizac	toulouse	18	école jean jaurès	31000
21 av frizac	toulouse	19	école jean jaurès	31000
21 av frizac	toulouse	20	école jean jaurès	31000
21 av frizac	toulouse	21	école jean jaurès	31000
101 grande rue saint michel	toulouse	22	école pierre dupont	31000
101 grande rue saint michel	toulouse	23	école pierre dupont	31000
101 grande rue saint michel	toulouse	24	école pierre dupont	31000
101 grande rue saint michel	toulouse	25	école pierre dupont	31000
rue pierre brunière	toulouse	27	école fabre	31000
rue pierre brunière	toulouse	28	école fabre	31000
rue pierre brunière	toulouse	29	école fabre	31000
rue pierre brunière	toulouse	30	école fabre	31000
rue pierre brunière	toulouse	31	école fabre	31000
rue croix baragnon	toulouse	32	centre culturel	31000
3 rue du chairedon	toulouse	33	école lespinasse	31000
3 rue du chairedon	toulouse	34	école lespinasse	31000
3 rue du chairedon	toulouse	35	école lespinasse	31000
3 rue du chairedon	toulouse	36	école lespinasse	31000
36 rue sainte lucie	toulouse	37	école molière	31000
36 rue sainte lucie	toulouse	38	école molière	31000
36 rue sainte lucie	toulouse	39	école molière	31000
44 rue du tchad	toulouse	40	école patte d'oie	31000
44 rue du tchad	toulouse	41	école patte d'oie	31000
44 rue du tchad	toulouse	42	école patte d'oie	31000
44 rue du tchad	toulouse	43	école patte d'oie	31000
44 rue du tchad	toulouse	44	école patte d'oie	31000
56 rue jacques gamelin	toulouse	45	école étienne billières	31000
56 rue jacques gamelin	toulouse	46	école étienne billières	31000
56 rue jacques gamelin	toulouse	47	école étienne billières	31000
56 rue jacques gamelin	toulouse	48	école étienne billières	31000
270 rue des fontaines	toulouse	49	école des gais pinsons	31000
14 rue dufour de pibrac	toulouse	50	école fontaine bayonne	31000
14 rue dufour de pibrac	toulouse	51	école fontaine bayonne	31000
14 rue dufour de pibrac	toulouse	52	école fontaine bayonne	31000
123 allée de brienne	toulouse	53	école des amidonniers	31000
123 allée de brienne	toulouse	53	école des amidonniers	31000
123 allée de brienne	toulouse	54	école des amidonniers	31000
123 allée de brienne	toulouse	55	école des amidonniers	31000
20 bd lascrosses	toulouse	56	école supérieure du commerce	31000
place du marché aux cochons	toulouse	57	foyer du 3ème âge	31000
59 rue du général bourbaki	toulouse	58	école claude nougaro	31000
59 rue du général bourbaki	toulouse	59	école claude nougaro	31000
59 rue du général bourbaki	toulouse	60	école claude nougaro	31000
5 rue du général hoche	toulouse	61	école alfred de musset	31000
5 rue du général hoche	toulouse	62	école alfred de musset	31000
5 rue du général hoche	toulouse	63	école alfred de musset	31000
3 place intérieure roland garros	toulouse	64	école maternelle du béarnais	31000
3 place intérieure roland garros	toulouse	65	école maternelle du béarnais	31000
2 rue d'artagnan	toulouse	66	école falguière	31000
2 rue d'artagnan	toulouse	67	école falguière	31000
110 route de blagnac	toulouse	68	école des sept deniers	31000
110 route de blagnac	toulouse	69	école des sept deniers	31000
63 route de blagnac	toulouse	70	mairie annexe des sept deniers	31000
63 route de blagnac	toulouse	71	mairie annexe des sept deniers	31000
71 rue du taur	toulouse	72	école sermet	31000
72 rue du taur	toulouse	73	école sermet	31000
17 rue de rémusat	toulouse	74	école sénechal	31000
17 rue de rémusat	toulouse	75	école sénechal	31000
13 bd d'arcole	toulouse	76	école du nord	31000
13 bd d'arcole	toulouse	77	école du nord	31000
13 bd d'arcole	toulouse	78	école du nord	31000
13 bd d'arcole	toulouse	79	école du nord	31000
60 rue matabiau	toulouse	80	école bayard	31000
60 rue matabiau	toulouse	81	école bayard	31000
60 rue matabiau	toulouse	82	école bayard	31000
60 rue matabiau	toulouse	83	école bayard	31000
60 rue matabiau	toulouse	84	école bayard	31000
place pierre paul riquet	toulouse	85	piscine léo lagrange	31000
place pierre paul riquet	toulouse	86	piscine léo lagrange	31000
18 rue du faubourg bonnefoy	toulouse	87	école bonnefoy	31000
18 rue du faubourg bonnefoy	toulouse	88	école bonnefoy	31000
18 rue du faubourg bonnefoy	toulouse	89	école bonnefoy	31000
18 rue du faubourg bonnefoy	toulouse	90	école bonnefoy	31000
18 rue du faubourg bonnefoy	toulouse	91	école bonnefoy	31000
18 rue du faubourg bonnefoy	toulouse	92	école bonnefoy	31000
18 rue du faubourg bonnefoy	toulouse	93	école bonnefoy	31000
36 rue de la jeunesse	toulouse	94	école pierre et marie curie	31000
36 rue de la jeunesse	toulouse	95	école pierre et marie curie	31000
36 rue de la jeunesse	toulouse	96	école pierre et marie curie	31000
36 rue de la jeunesse	toulouse	97	école pierre et marie curie	31000
36 rue de la jeunesse	toulouse	98	école pierre et marie curie	31000
36 rue de la jeunesse	toulouse	99	école pierre et marie curie	31000
12 rue soult	toulouse	100	école monge	31000
12 rue soult	toulouse	101	école monge	31000
12 rue soult	toulouse	102	école monge	31000
12 rue soult	toulouse	103	école monge	31000
49 chemin michoun	toulouse	104	école michoun	31000
49 chemin michoun	toulouse	105	école michoun	31000
49 chemin michoun	toulouse	106	école michoun	31000
49 chemin michoun	toulouse	107	école michoun	31000
49 chemin michoun	toulouse	108	école michoun	31000
133 rue louis plana	toulouse	109	école la juncasse	31000
133 rue louis plana	toulouse	110	école la juncasse	31000
133 rue louis plana	toulouse	111	école la juncasse	31000
133 rue louis plana	toulouse	112	école la juncasse	31000
133 rue louis plana	toulouse	113	école la juncasse	31000
37 rue de la solidarité	toulouse	114	école soupetard	31000
37 rue de la solidarité	toulouse	115	école soupetard	31000
37 rue de la solidarité	toulouse	116	école soupetard	31000
37 rue de la solidarité	toulouse	117	école soupetard	31000
20 rue lucien cassagne	toulouse	118	école armand leygue	31000
20 rue lucien cassagne	toulouse	119	école armand leygue	31000
20 rue lucien cassagne	toulouse	120	école armand leygue	31000
20 rue lucien cassagne	toulouse	121	école armand leygue	31000
20 rue lucien cassagne	toulouse	122	école armand leygue	31000
20 rue lucien cassagne	toulouse	123	école armand leygue	31000
1 chemin de duroux	toulouse	124	école jean macé	31000
112 av camille pujol	toulouse	125	école jean chaubet	31000
112 av camille pujol	toulouse	126	école jean chaubet	31000
8 rue claudius rougenet	toulouse	127	école du château de l'hers	31000
8 rue claudius rougenet	toulouse	128	école du château de l'hers	31000
8 rue claudius rougenet	toulouse	129	école du château de l'hers	31000
8 rue claudius rougenet	toulouse	130	école du château de l'hers	31000
30 chemin bitet	toulouse	131	école henri guillaumet	31000
30 chemin bitet	toulouse	132	école henri guillaumet	31000
30 chemin bitet	toulouse	133	école henri guillaumet	31000
30 chemin bitet	toulouse	134	école henri guillaumet	31000
4 impasse trutat	toulouse	135	école de la terrasse	31000
4 impasse trutat	toulouse	136	école de la terrasse	31000
4 impasse trutat	toulouse	137	école de la terrasse	31000
4 impasse trutat	toulouse	138	école de la terrasse	31000
21 bd de la méditérannée	toulouse	139	école maternelle anatole france	31000
21 bd de la méditérannée	toulouse	140	école maternelle anatole france	31000
21 bd de la méditérannée	toulouse	141	école maternelle anatole france	31000
21 bd de la méditérannée	toulouse	142	école maternelle anatole france	31000
21 bd de la méditérannée	toulouse	143	école maternelle anatole france	31000
21 bd de la méditérannée	toulouse	144	école maternelle anatole france	31000
92 av albert bedouce	toulouse	145	école sauzelong	31000
92 av albert bedouce	toulouse	146	école sauzelong	31000
92 av albert bedouce	toulouse	147	école sauzelong	31000
92 av albert bedouce	toulouse	148	école sauzelong	31000
20 av de l'urss	toulouse	149	école ricardie	31000
20 av de l'urss	toulouse	150	école ricardie	31000
20 av de l'urss	toulouse	151	école ricardie	31000
4 av delattre de tassigny	toulouse	152	école andré daste	31000
4 av delattre de tassigny	toulouse	153	école andré daste	31000
4 av delattre de tassigny	toulouse	154	école andré daste	31000
35 allée henri sellier	toulouse	155	école maternelle léo lagrange	31000
35 allée henri sellier	toulouse	156	école maternelle léo lagrange	31000
11 av des écoles jules julien	toulouse	157	école jules julien	31000
11 av des écoles jules julien	toulouse	158	école jules julien	31000
11 av des écoles jules julien	toulouse	159	école jules julien	31000
11 av des écoles jules julien	toulouse	160	école jules julien	31000
11 av des écoles jules julien	toulouse	161	école jules julien	31000
11 av des écoles jules julien	toulouse	162	école jules julien	31000
11 av des écoles jules julien	toulouse	163	école jules julien	31000
11 av des écoles jules julien	toulouse	164	école jules julien	31000
2 chemin d'escalles	toulouse	165	école le pastel	31000
85 av de muret	toulouse	166	école maurice becanne	31000
85 av de muret	toulouse	167	école maurice becanne	31000
40 / 46 allée de guyenne	toulouse	168	école papus	31000
40 / 46 allée de guyenne	toulouse	169	école papus	31000
40 / 46 allée de guyenne	toulouse	170	école papus	31000
40 / 46 allée de guyenne	toulouse	171	école papus	31000
6 impasse des glières	toulouse	173	école buffon	31000
6 impasse des glières	toulouse	174	école buffon	31000
1 impasse bachaga boualam	toulouse	175	école georges hyon	31000
1 impasse bachaga boualam	toulouse	176	école georges hyon	31000
1 impasse bachaga boualam	toulouse	177	école georges hyon	31000
1 impasse bachaga boualam	toulouse	178	école georges hyon	31000
39 /41 rue paul lambert	toulouse	179	école sylvain dauriac	31000
39 /41 rue paul lambert	toulouse	180	école sylvain dauriac	31000
39 /41 rue paul lambert	toulouse	181	école sylvain dauriac	31000
39 /41 rue paul lambert	toulouse	182	école sylvain dauriac	31000
65 route d'espagne	toulouse	183	école les oustalous	31000
1 place martin luther king	toulouse	184	centre socio culturel alban minville	31000
1 place martin luther king	toulouse	185	centre socio culturel alban minville	31000
1 place martin luther king	toulouse	186	centre socio culturel alban minville	31000
1 place martin luther king	toulouse	187	centre socio culturel alban minville	31000
1 place martin luther king	toulouse	188	centre socio culturel alban minville	31000
19 rue jean gilles	toulouse	189	école maternelle jean gilles	31000
19 rue jean gilles	toulouse	190	école maternelle jean gilles	31000
19 rue jean gilles	toulouse	191	école maternelle jean gilles	31000
2 impasse les vergers	toulouse	192	école maternelle les vergers	31000
2 impasse les vergers	toulouse	193	école maternelle les vergers	31000
31 chemin des pradettes	toulouse	194	école ferdinand de lesseps	31000
31 chemin des pradettes	toulouse	195	école ferdinand de lesseps	31000
4 chemin liffard	toulouse	196	école paul bert	31000
4 chemin liffard	toulouse	197	école paul bert	31000
4 chemin liffard	toulouse	198	école paul bert	31000
rue louison bodet	toulouse	199	foyer du 3ème âge	31000
20 chemin rocamadour	toulouse	200	école lardenne	31000
20 chemin rocamadour	toulouse	201	école lardenne	31000
4 allée du vivarais	toulouse	202	école château d'ancely	31000
2 place bertier	toulouse	203	école littré	31000
4 allée du vivarais	toulouse	204	école château d'ancely	31000
4 allée du vivarais	toulouse	205	école château d'ancely	31000
109 av du fronton	toulouse	206	école jules ferry	31000
109 av du fronton	toulouse	207	école jules ferry	31000
109 av du fronton	toulouse	208	école jules ferry	31000
109 av du fronton	toulouse	209	école jules ferry	31000
239 av du fronton	toulouse	210	école lalande	31000
239 av du fronton	toulouse	211	école lalande	31000
14 chemin de la glacière	toulouse	212	école maternelle jean dieuzaide	31000
71 allée du grand selve	toulouse	213	école du grand selve	31000
7 chemin d'audibert	toulouse	214	école ernest renan	31000
7 chemin d'audibert	toulouse	215	école ernest renan	31000
7 chemin d'audibert	toulouse	216	école ernest renan	31000
135 route d'albi	toulouse	217	école cuvier	31000
135 route d'albi	toulouse	218	école cuvier	31000
135 route d'albi	toulouse	219	école cuvier	31000
135 route d'albi	toulouse	220	école cuvier	31000
135 route d'albi	toulouse	222	école cuvier	31000
135 route d'albi	toulouse	223	école cuvier	31000
11 av bourges maunoury	toulouse	224	école la maourine	31000
11 av bourges maunoury	toulouse	225	école la maourine	31000
rue guynemer	auch	1	centre cuzin	32000
rue guynemer	auch	2	école maternelle	32000
place denfert rochereau	auch	3	salle des cordeliers	32000
école maternelle arago	auch	4		32000
avenue de l'yser	auch	5	école maternelle saint exupéry	32000
av de l'yser	auch	6	école primaire saint-exupéry	32000
rue viala	auch	7	gymnase municipal sadi carnot	32000
rue du pont national	auch	8	école primaire pont national	32000
bd sadi carnot	auch	9	école de la musik	32000
rue des canaris	auch	10	école jean rostand ii	32000
rue pelletier d'oisy	auch	11	école jean-jauès restaurant scolaire	32000
rue pelletier d'oisy	auch	12	école jean-jauès salle de classe	32000
rue rouget	auch	13	école primaire rouget de lisle	32000
6 rue montaigne	auch	14	salle montaigne	32000
16 place de la victoire	ambarès-et-lagrave	1	hôtel de ville	33440
av de l'europe	ambarès-et-lagrave	2	salle plurivalente école primaire bel air	33440
rue lamartine	ambarès-et-lagrave	3	école charles perault	33440
av jules ferry	ambarès-et-lagrave	4	école ambares ii	33440
rue de la vierge	ambarès-et-lagrave	5	école maternelle des jardins de lagrave	33440
place de la république	ambarès-et-lagrave	6	salle de l'auditorium	33440
av jules ferry	ambarès-et-lagrave	7	r.p.a du moulin	33440
rue paulin de nôle	ambarès-et-lagrave	8	centre de loisirs primaire	33440
av de l'europe	ambarès-et-lagrave	9	self de l'école maternelle bel air	33440
rue des blandats	ambarès-et-lagrave	10	self des blandats	33440
av léon blum	ambarès-et-lagrave	11	self de l'école françois auboin	33440
179 bd de la république	andernos-les-bains	1	mairie	33510
bd de la plage	andernos-les-bains	2	école primaire jules ferry	33510
rue du commandant david allègre	andernos-les-bains	3	école maternelle du coulin	33510
esplanade du broustic	andernos-les-bains	4	salle du broustic	33510
esplanade du broustic	andernos-les-bains	5	salle du broustic (salle 2)	33510
esplanade du broustic	andernos-les-bains	6	salle du broustic (salle 3)	33510
av de la marne	andernos-les-bains	7	école primaire du betey	33510
place de l'étoile	andernos-les-bains	8	école de musique	33510
rue jean sacchetti	andernos-les-bains	9	école maternelle de capsus	33510
rue jean sacchetti	andernos-les-bains	10	école maternelle de capsus	33510
rue jean sacchetti	andernos-les-bains	11	école maternelle de capsus (salle 2)	33510
place des platanes	anglade	1	mairie	33390
1 place carayon latour	arbanats	1	mairie	33640
844 le bourg sud	arbis	1	mairie	33760
place lucien gracia	arcachon	1	hôtel de ville - salle d'honneur	33120
80 cours tartas	arcachon	2	école osiris	33120
77 cours tartas	arcachon	3	école paul bert	33120
98 bd deganne	arcachon	4	luxembourg 1	33120
98 bd deganne	arcachon	5	luxembourg 2	33120
2 av de la république	arcachon	6	espace jean mauriac	33120
4 av de la république	arcachon	7	école maternelle victor duruy	33120
17 av de la règue verte	arcachon	8	bout'chou	33120
8 allée josé maria hérédia	arcachon	9	maison des jeunes	33120
13 allée de la farandole	arcachon	10	école abatilles primaire	33120
235 bd de la côte d'argent	arcachon	11	maison de quartier du moulleau	33120
4 route pauillac	arcins	1	mairie	33460
1 route du temple	arès	1	salle polyvalente brémontier	33740
1 route du temple	arès	2	salle polyvalente brémontier	33740
27 av de libération	arès	3	ancienne mairie	33740
7 rue pierre pauillhac	arès	4	hôtel de ville	33740
34 allée du domaine des lugées	arès	5	domaine des lugées	33740
impasse du 1000 clubs	arès	6	salle du 1000 clubs	33740
salle élémentaire	arsac	1	ancien restaurant scolaire	33460
salle maternelle	arsac	2	ancien restaurant scolaire	33460
salle préparation	arsac	3	ancien restaurant scolaire	33460
10 av desclaux	artigues-près-bordeaux	1	mairie	33370
allée du parc	artigues-près-bordeaux	2	école de la plaine	33370
allée de diane	artigues-près-bordeaux	3	château lestrille	33370
allée de betailhe	artigues-près-bordeaux	4	château betailhe	33370
av de l'île de france	artigues-près-bordeaux	5	château feydeau	33370
salle pinsan	artigues-près-bordeaux	6	salle pinsan	33370
le bourg	arveyres	1	salle communale	33500
salle polyvalente	arveyres	2	port du noyer	33500
mairie	asques	1		33240
mairie	aubiac	1		33430
24 ter, allée ernest de boissière	audange	1	salle des fêtes de la mairie	33980
24 ter, allée ernest de boissière	audange	2	salle des fêtes de la mairie	33980
rue des cigales	audange	3	école primaire 1 - réfectoire de l'école primaire	33980
rue des cigales	audange	4	école primaire 2 - réfectoire de l'école maternelle	33980
rue du taguet	audange	5	centre technique municipale	33980
lieu dit lubec	audange	6	ancienne école de lubec	33980
rue des cigales	audange	7	école primaire 3 - bibliothèque	33980
mairie	auriolles	1		33790
place gabriel pen	béziers	1	hôtel de ville	34500
rue du puits de la courte	béziers	2	salle des abbés de saint aphrodise	34500
av georges clémenceau	béziers	3	gymnase lucie aubrac i	34500
av georges clémenceau	béziers	4	gymnase lucie aubrac ii	34500
33 rue boieldieu	béziers	5	agora	34500
3 rue vercingétorix	béziers	6	groupe scolaire cordier	34500
3 rue vercingétorix	béziers	7	groupe scolaire cordier	34500
3 rue vercingétorix	béziers	8	groupe scolaire cordier	34500
av georges clémenceau	béziers	9	gymnase lucie aubrac iii	34500
1 av président wilson	béziers	10	mail plein sud	34500
2 av président wilson	béziers	11	mail plein sud	34500
rue guibal	béziers	12	école mairan	34500
rue ernest renan	béziers	13	école paul riquet	34500
rue ernest renan	béziers	14	école paul riquet	34500
rue pasteur	béziers	15	école edouard herricot	34500
31 av auguste albertini	béziers	16	maison georges brassens	34500
rue pierre jean bédard	béziers	17	groupe scolaire jean jaurès	34500
rue pierre jean bédard	béziers	18	groupe scolaire jean jaurès	34500
rue pierre jean bédard	béziers	19	groupe scolaire jean jaurès	34500
av martyrs de la résistance	béziers	20	groupe scolaire casimir péret	34500
av martyrs de la résistance	béziers	21	groupe scolaire casimir péret	34500
rue micheline ostermeyer	béziers	22	école louis malbosc	34500
rue pierre curie	béziers	23	école auguste comte	34500
bd du languedoc	béziers	24	groupe scolaire louis pasteur	34500
bd du languedoc	béziers	25	groupe scolaire louis pasteur	34500
bd du languedoc	béziers	26	groupe scolaire louis pasteur	34500
bd du languedoc	béziers	27	groupe scolaire louis pasteur	34500
allée jacques garrigues	béziers	28	école marie curie	34500
allée jacques garrigues	béziers	29	école marie curie	34500
rue général margueritte	béziers	30	maison de la vie associative	34500
rue général margueritte	béziers	31	maison de la vie associative	34500
28 rue saint vincent de paul	béziers	32	école michelet	34500
rue jules dalou	béziers	33	groupe scolaire les oiseaux	34500
rue jules dalou	béziers	34	groupe scolaire les oiseaux	34500
rue jules dalou	béziers	35	groupe scolaire les oiseaux	34500
rue d'arsonval	béziers	36	école barbeyrac	34500
rue d'arsonval	béziers	37	école barbeyrac	34500
8 rue montmorency	béziers	38	hôtel bastard	34500
jacques	béziers	39	école jean macé - rue saint	34500
esplanade rosa parks	béziers	40	maison albert camu	34500
rue général margueritte	béziers	41	école jules ferry	34500
rue jean valette	béziers	42	groupe scolaire la chevalière	34500
rue jean valette	béziers	43	groupe scolaire la chevalière	34500
bd de lattre de tassigny	béziers	44	foyer des jeunes travailleurs	34500
bd de bir hakeim	béziers	45	école des amandier	34500
bd de bir hakeim	béziers	46	école des amandier	34500
bd yves du manoir	béziers	47	école des tamaris	34500
bd yves du manoir	béziers	48	école des tamaris	34500
rue jacques balmat	béziers	49	école des oliviers	34500
av des arbousiers	béziers	50	école des arbousiers	34500
av des arbousiers	béziers	51	école des arbousiers	34500
bd jules cadenat	béziers	52	école des romarins	34500
bd jules cadenat	béziers	53	école des romarins	34500
hôtel de ville, place de la victoire	clermont	1		34800
bd paul bert	clermont	2	salle georges brassens	34800
av du stade	clermont	3	ecole rostand	34800
av du stade	clermont	4	ecole rostand	34800
quartier de fontenay	clermont	5	ecole jules verne	34800
bd paul bert	clermont	6	salle georges brassens	34800
14 rue descente en barrat	montpellier	1	maison des relations internationales	34000
27 boulevard louis blanc	montpellier	2	espace martin luther king	34000
21 rue d'aigrefeuille	montpellier	3	ecole maternelle jean-jacques rousseau	34000
14 rue eugène lisbonne	montpellier	4	conservatoire national de région	34000
14 rue eugène lisbonne	montpellier	5	conservatoire national de région	34000
30 rue de la valèfre	montpellier	6	ecole élèmentaire lamartine	34000
16 rue de la république	montpellier	7	maison de la démocratie	34000
20 rue des soldats	montpellier	8	ecole élémentaire gambetta	34000
5 rue bernard de tréviers	montpellier	9	ecole élémentaire sévigné	34000
5 rue bernard de tréviers	montpellier	10	ecole élémentaire sévigné	34000
10 rue général lafon	montpellier	11	ecole maternelle anatole france	34000
10 rue général lafon	montpellier	12	ecole maternelle anatole france	34000
13 rue du faubourg boutonnet	montpellier	13	ecole elémentaire condorcet	34000
13 rue du faubourg boutonnet	montpellier	14	ecole elémentaire condorcet	34000
120 rue de la jalade	montpellier	15	ecole elémentaire eugène pottier	34000
120 rue de la jalade	montpellier	16	ecole elémentaire eugène pottier	34000
147 rue des quatre seigneurs	montpellier	17	ecole elèmentaire du dct. calmette	34000
147 rue des quatre seigneurs	montpellier	18	ecole elèmentaire du dct. calmette	34000
147 rue des quatre seigneurs	montpellier	19	ecole elèmentaire du dct. calmette	34000
528 boulevard d'antigone	montpellier	20	ecole elémentaire périclès	34000
528 boulevard d'antigone	montpellier	21	ecole elémentaire périclès	34000
156 rue de la croix du sud	montpellier	22	ecole mat. vasco de gama	34000
27 ter quai du verdanson	montpellier	23	ecole maternelle la fontaine	34000
28 rue de la cavalerie	montpellier	24	club cavalerie	34000
28 rue de la cavalerie	montpellier	25	club cavalerie	34000
2 rue des tourterelles	montpellier	26	ecole elémementaire sigmund freud	34000
2 rue des tourterelles	montpellier	27	ecole elémementaire sigmund freud	34000
2 rue des tourterelles	montpellier	28	ecole elémementaire sigmund freud	34000
2 rue des tourterelles	montpellier	29	ecole elémementaire sigmund freud	34000
30 rue antoine laurent de jussieu	montpellier	30	ecole maternelle térésa	34000
88 rue laurent de jussieu	montpellier	31	ecole élémentaire jules ferry	34000
14 boulevard des sports	montpellier	32	ecole elémentaire jean moulin	34000
14 boulevard des sports	montpellier	33	ecole elémentaire jean moulin	34000
14 boulevard des sports	montpellier	34	ecole elémentaire jean moulin	34000
85 avenue alphonse juin	montpellier	35	ecole eléméntaire jean zay	34000
85 avenue alphonse juin	montpellier	36	ecole eléméntaire jean zay	34000
501 avenue de la pompignane	montpellier	37	ecole elémentaire paul painlevé	34000
501 avenue de la pompignane	montpellier	38	ecole elémentaire paul painlevé	34000
12 chemin des barques	montpellier	39	ecole elémentaire jean jaurès	34000
45 rue de la méditerranée	montpellier	40	ecole elémentaire jules simon	34000
45 rue de la méditerranée	montpellier	41	ecole elémentaire jules simon	34000
7 rue des aiguerelles	montpellier	42	ecole elémentaire victor hugo	34000
7 rue des aiguerelles	montpellier	43	ecole elémentaire victor hugo	34000
842 rue de la vieille poste	montpellier	111	maison pour tous mélina mercouri	34000
501 avenue de la pompignane	montpellier	116	ecole maternelle louise michel	34000
10 chemin des barques	montpellier	117	ecole maternelle geneviève de gaulle antonioz	34000
842 rue de la vieille poste	montpellier	118	maison pour tous mélina mercouri	34000
686 avenue du pont trinquat	montpellier	44	ecole elémentaire charles dickens	34000
686 avenue du pont trinquat	montpellier	45	ecole elémentaire charles dickens	34000
1 place georges frêche	montpellier	46	mairie	34000
hilaire	montpellier	47	ecole elémentaire jean macé - 289 rue de st	34000
16 rue de la bandido	montpellier	48	ecole elémentaire jean cocteau	34000
16 rue de la bandido	montpellier	49	ecole elémentaire jean cocteau	34000
16 rue de la bandido	montpellier	50	ecole elémentaire jean cocteau	34000
5 impasse des marmoussets	montpellier	51	ecole elémentaire jacques brel	34000
5 impasse des marmoussets	montpellier	52	ecole elémentaire jacques brel	34000
6 allée des sophoras	montpellier	53	ecole elémentaire marie curie	34000
118 allée morice bonafos	montpellier	54	maison pour tous albert camus	34000
215 boulevard pédro de luna	montpellier	55	ecole elémentaire georges simenon	34000
215 boulevard pédro de luna	montpellier	56	ecole elémentaire georges simenon	34000
2 place de jontjun	montpellier	57	ecole elémentaire garibaldi	34000
2 place de jontjun	montpellier	58	ecole elémentaire garibaldi	34000
157 rue henri sellier	montpellier	59	ecole elémentaire voltaire	34000
157 rue henri sellier	montpellier	60	ecole elémentaire voltaire	34000
694 rue jacques bounin	montpellier	61	ecole maternelle alienor d'aquitaine	34000
700, rue jacques bounin	montpellier	62	ecole élémentaire pierre de ronsard	34000
694 rue jacques bounin	montpellier	112	ecole maternelle alienor d'aquitaine	34000
971 rue paul rimbaud	montpellier	63	ecole maternelle geneviève bon	34000
971 rue paul rimbaud	montpellier	64	ecole maternelle geneviève bon	34000
183 allée de l'aqueduc	montpellier	65	ecole elémentaire julie daubie	34000
183 allée de l'aqueduc	montpellier	66	ecole elémentaire julie daubie	34000
311 avenue st clément	montpellier	67	ecole elémentaire charles baudelaire	34000
311 avenue st clément	montpellier	68	ecole maternelle rudyard kipling	34000
5 rue de clémentville	montpellier	69	ecole elémentaire paul langevin	34000
5 rue de clémentville	montpellier	70	ecole elémentaire paul langevin	34000
9 blvd des arceaux	montpellier	71	ecole elémentaire jeanne d'arc	34000
96 rue faubourg figuerolles	montpellier	72	ecole maternelle du docteur roux	34000
96 rue faubourg figuerolles	montpellier	73	ecole maternelle du docteur roux	34000
96 rue faubourg figuerolles	montpellier	74	ecole maternelle du docteur roux	34000
1415 rue de bugarel	montpellier	75	ecole eléméntaire olympe de gouges/beethoven	34000
146 rue du mas de merle	montpellier	76	ecole elémentaire frédéric bazille	34000
146 rue du mas de merle	montpellier	77	ecole elémentaire frédéric bazille	34000
146 rue du mas de merle	montpellier	78	ecole elémentaire frédéric bazille	34000
424 rue lavandin	montpellier	79	ecole elémentaire winston churchill	34000
424 rue lavandin	montpellier	80	ecole elémentaire winston churchill	34000
25 rue robespierre	montpellier	81	ecole maternelle lily boulanger	34000
25 rue robespierre	montpellier	82	ecole elémentaire victor schoelcher	34000
1916 route de lavérune	montpellier	83	maison de quartier antoine de st exupéry	34000
759 rue de la croix de figuerolles	montpellier	84	ecole elémentaire sun yat sen	34000
759 rue de la croix de figuerolles	montpellier	85	ecole elémentaire sun yat sen	34000
240 quai flora tristan	montpellier	108	ecole maternelle hélène boucher / alain savary	34000
1916 route de lavérune	montpellier	113	maison de quartier antoine de st exupéry	34000
13 allée antonain chauliac	montpellier	86	maison pour tous marie curie	34000
85 rue de salamanque	montpellier	87	ecole elémentaire antoine balard	34000
300 avenue de barcelone	montpellier	88	ecole elémentaire simon bolivar	34000
91 rue charles bonaparte	montpellier	89	ecole elémentaire heidelberg	34000
91 rue charles bonaparte	montpellier	90	ecole elémentaire heidelberg	34000
91 rue charles bonaparte	montpellier	91	ecole maternelle cervantès	34000
26 rue de bologne	montpellier	92	ecole elémentaire l. sedar senghor	34000
122 rue de bologne	montpellier	93	ecole maternelle james joyce	34000
47 rue jaufré rudel	montpellier	94	ecole elémentaire galilée	34000
45 rue jaufré rudel	montpellier	95	ecole maternelle averroès	34000
135 allée des hault de montpellier	montpellier	96	ecole elémentaire marc bloch	34000
5 allée pierre carabasse	montpellier	109	ecole elémentaire léo malet	34000
135 allée des hauts de montpellier	montpellier	119	ecole maternelle nicolas copernic	34000
2 rue emile zola	montpellier	97	ecole elémentaire auguste comte	34000
2 rue emile zola	montpellier	98	ecole elémentaire auguste comte	34000
60 avenue d'assas	montpellier	99	ecole maternelle mozart	34000
60 avenue d'assas	montpellier	100	ecole maternelle mozart	34000
60 avenue d'assas	montpellier	101	ecole maternelle mozart	34000
60 avenue d'assas	montpellier	102	ecole elémentaire berthe morisot	34000
120 rue edmond lautard	montpellier	103	ecole elémentaire emile combes	34000
60 avenue d'assas	montpellier	104	ecole elémentaire berthe morisot	34000
5 allée pierre carabasse	montpellier	105	ecole elémentaire léo malet	34000
5 allée pierre carabasse	montpellier	106	ecole elémentaire léo malet	34000
110 rue viollet le duc	montpellier	107	ecole maternelle b. spinoza	34000
120 rue edmond lautard	montpellier	114	ecole elémentaire emile combes	34000
110 rue viollet le duc	montpellier	115	ecole maternelle b. spinoza	34000
60 rue jacques lafont	montpellier	120	ecole maternelle marguerite yourcenar	34000
